Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Year
8.0,0.2646621018160166,1.0,0.2419590265626694,8.0,0.7761657125005943,6.0,2.0,3.0,1.0,2.0
17.0,0.919618934206609,2.0,0.075758264475863,4.0,0.06445035280375422,3.0,2.0,2.0,3.0,1.0
32.0,0.5623697529026497,2.0,0.22884905583643586,8.0,0.09241998247865862,9.0,2.0,3.0,1.0,2.0
36.0,0.4135159273593331,2.0,0.1825608262248659,7.0,0.3201863849669607,3.0,2.0,2.0,3.0,1.0
33.0,0.7856504912176243,2.0,0.19762410585329065,6.0,0.6605902247213904,2.0,1.0,2.0,2.0,2.0
17.0,0.12622804406073235,1.0,0.11784042190762113,7.0,0.2617004190181258,2.0,1.0,2.0,2.0,2.0
4.0,0.28252456088121464,1.0,0.12198353467476002,4.0,0.2526638551025814,7.0,2.0,3.0,1.0,2.0
25.0,0.21762429294432872,1.0,0.12748242586947875,1.0,0.2458836732337741,1.0,1.0,1.0,1.0,1.0
20.0,0.30604346531705867,1.0,0.0799814239970879,7.0,0.548399310012292,9.0,2.0,3.0,1.0,2.0
58.0,0.39168403294631343,1.0,0.12310446119265257,11.0,0.6858900569783157,5.0,1.0,2.0,4.0,3.0
39.0,0.5620720452515628,2.0,0.03310804787179718,12.0,0.3076311214337619,10.0,2.0,1.0,3.0,3.0
20.0,0.8303066388806193,1.0,0.14912565582601803,7.0,0.36979198500499155,4.0,3.0,2.0,1.0,3.0
16.0,0.17147960702590054,1.0,0.36682786505362325,14.0,0.7384337075294231,4.0,3.0,2.0,1.0,3.0
28.0,0.7320631140220304,2.0,0.2353001542688286,7.0,0.34195648187763583,2.0,1.0,2.0,2.0,2.0
39.0,0.1753498064900268,1.0,0.08955790903699426,8.0,0.8820119321693187,1.0,1.0,1.0,1.0,1.0
38.0,0.3896993152724025,2.0,0.17460979993697326,8.0,0.61367649355853,3.0,2.0,2.0,3.0,1.0
1.0,0.8511461744566837,1.0,0.11090302184368139,7.0,0.043964644921187956,4.0,3.0,2.0,1.0,3.0
6.0,0.3301577850550759,1.0,0.08834485557908346,12.0,0.08875612058485968,7.0,2.0,3.0,1.0,2.0
52.0,0.666567430782971,1.0,0.499532631963752,1.0,0.022753125657899193,8.0,2.0,1.0,1.0,1.0
4.0,0.493896993152724,1.0,0.2934763356823799,8.0,0.026852474380131608,4.0,3.0,2.0,1.0,3.0
18.0,0.2944328669246799,1.0,0.07088376731424385,4.0,0.3358800399323595,7.0,2.0,3.0,1.0,2.0
44.0,0.5236677582613873,1.0,0.04381859974908271,1.0,0.18595712025209002,6.0,2.0,3.0,1.0,2.0
36.0,0.3242036320333432,1.0,0.13070933181032066,8.0,0.4640438984305496,2.0,1.0,2.0,2.0,2.0
34.0,0.919618934206609,1.0,0.23812741654262282,15.0,0.02643905900888971,5.0,1.0,2.0,4.0,3.0
2.0,0.14081571896397743,1.0,0.23353056456169627,2.0,0.23556272029012085,10.0,2.0,1.0,3.0,3.0
50.0,0.20631140220303656,1.0,0.12138128953069204,5.0,0.5369612017738661,4.0,3.0,2.0,1.0,3.0
14.0,0.08782375707055673,1.0,0.05913474432121758,1.0,0.623148544302508,2.0,1.0,2.0,2.0,2.0
9.0,0.46412622804406073,1.0,0.16124140395376982,7.0,0.37191424050418,4.0,3.0,2.0,1.0,3.0
54.0,0.4135159273593331,1.0,0.043256493950200606,10.0,0.4307015667338997,9.0,2.0,3.0,1.0,2.0
10.0,0.24084548972908598,2.0,0.15737996856939027,13.0,0.4144382983925189,2.0,1.0,2.0,2.0,2.0
11.0,0.2581125334921108,1.0,0.01716157744473889,8.0,0.2988628106133149,3.0,2.0,2.0,3.0,1.0
27.0,0.38940160762131576,2.0,0.027473199936635825,7.0,0.03165556302589492,10.0,2.0,1.0,3.0,3.0
36.0,0.9553438523370053,2.0,0.13676556589992758,4.0,0.6641199600676405,1.0,1.0,1.0,1.0,1.0
44.0,0.28818100625186066,1.0,0.4794160866894585,2.0,0.8271787923856868,9.0,2.0,3.0,1.0,2.0
57.0,0.1753498064900268,1.0,0.28699622776772166,5.0,0.10598034621627314,2.0,1.0,2.0,2.0,2.0
64.0,0.48814131189838234,1.0,0.15743325952299705,10.0,0.02290932366263948,5.0,1.0,2.0,4.0,3.0
9.0,0.693361119380768,1.0,0.09973773424759251,4.0,0.9734268144435616,6.0,2.0,3.0,1.0,2.0
42.0,0.10151830902054182,2.0,0.03980200001573883,3.0,0.5086902118180768,3.0,2.0,2.0,3.0,1.0
47.0,0.7677880321524262,1.0,0.17585381996784477,5.0,0.40837289217583816,10.0,2.0,1.0,3.0,3.0
39.0,0.20184578743673715,1.0,0.03782053959028632,7.0,0.5519180096299465,9.0,2.0,3.0,1.0,2.0
11.0,0.4224471568919321,1.0,0.1143926787558509,4.0,0.6563457137230134,7.0,2.0,3.0,1.0,2.0
8.0,0.3398829016572393,2.0,0.23969943040101707,12.0,0.257042492648507,5.0,1.0,2.0,4.0,3.0
1.0,0.25215838047037803,1.0,0.17761194217029547,14.0,0.5782119063626918,5.0,1.0,2.0,4.0,3.0
48.0,0.4909199166418577,1.0,0.27037707335183725,15.0,0.3298146337156789,2.0,1.0,2.0,2.0,2.0
44.0,0.0020839535576064327,1.0,0.20668771818918613,2.0,0.3480329238229123,4.0,3.0,2.0,1.0,3.0
18.0,0.40160762131586786,1.0,0.011408642125812562,3.0,0.7082076958077813,6.0,2.0,3.0,1.0,2.0
38.0,0.1759452217922,1.0,0.30850900895747374,7.0,0.33474081318039517,9.0,2.0,3.0,1.0,2.0
38.0,0.9017564751414111,1.0,0.11734712318936218,8.0,0.3306525001867585,4.0,3.0,2.0,1.0,3.0
2.0,0.791604644239357,1.0,0.0656809263681397,2.0,0.5187208402094411,2.0,1.0,2.0,2.0,2.0
1.0,0.6963381958916344,1.0,0.2560449872322769,1.0,0.2837498047524941,5.0,1.0,2.0,4.0,3.0
44.0,0.28818100625186066,1.0,0.4822836504585854,2.0,0.8343944610829277,7.0,2.0,3.0,1.0,2.0
1.0,0.9017564751414111,1.0,0.18914177100546264,12.0,0.23654574903734496,1.0,1.0,1.0,1.0,1.0
33.0,0.6874069663590354,1.0,0.0947883565587146,4.0,0.954359622136653,6.0,2.0,3.0,1.0,2.0
34.0,0.8213754093480203,1.0,0.03221461082591637,5.0,0.8182763550176911,6.0,2.0,3.0,1.0,2.0
7.0,0.41947008038106576,2.0,0.22786805976384789,8.0,0.5930456233998195,7.0,2.0,3.0,1.0,2.0
8.0,0.2646621018160166,1.0,0.241446957425525,8.0,0.7727701037018927,8.0,2.0,1.0,1.0,1.0
32.0,0.43435546293539734,2.0,0.16035293198643294,6.0,0.08181974071131215,4.0,3.0,2.0,1.0,3.0
12.0,0.28252456088121464,1.0,0.19463128417460587,8.0,0.6436342521850743,7.0,2.0,3.0,1.0,2.0
26.0,0.30604346531705867,1.0,0.2756745617491014,4.0,0.6600206113454082,3.0,2.0,2.0,3.0,1.0
69.0,0.5167212464026993,1.0,0.09039205454757208,5.0,0.3630007674075886,5.0,1.0,2.0,4.0,3.0
10.0,0.48863749131686,2.0,0.2867635289656791,7.0,0.5421777057908712,5.0,1.0,2.0,4.0,3.0
22.0,0.7558797261089609,1.0,0.09690589687661993,1.0,0.2594330012427929,8.0,2.0,1.0,1.0,1.0
38.0,0.4750421752505705,2.0,0.028897105029982526,4.0,0.3594820677899341,5.0,1.0,2.0,4.0,3.0
33.0,0.8719857100327477,1.0,0.29831444553005676,8.0,0.3421016441537803,2.0,1.0,2.0,2.0,2.0
16.0,0.1884489431378386,1.0,0.3630878893655542,4.0,0.3690772093528649,8.0,2.0,1.0,1.0,1.0
7.0,0.782673414706758,1.0,0.08131280498518352,7.0,0.5878291193828141,6.0,2.0,3.0,1.0,2.0
20.0,0.9612980053587377,1.0,0.1383418531330752,4.0,0.035486658653029884,5.0,1.0,2.0,4.0,3.0
7.0,0.30038701994641254,2.0,0.032775340401084666,7.0,0.6748653641111315,1.0,1.0,1.0,1.0,1.0
42.0,0.6308425126525752,2.0,0.026782689694335605,7.0,0.4186717736623,6.0,2.0,3.0,1.0,2.0
10.0,0.28818100625186066,2.0,0.5186355653818271,4.0,0.461352029555379,7.0,2.0,3.0,1.0,2.0
64.0,0.2263570507095366,1.0,0.5333875105709067,5.0,0.5978487120455827,5.0,1.0,2.0,4.0,3.0
28.0,0.6278654361417089,1.0,0.06897842304121894,8.0,0.49286243030512944,8.0,2.0,1.0,1.0,1.0
14.0,0.5504614468591842,1.0,0.2877281540310467,1.0,0.1112189216904699,9.0,2.0,3.0,1.0,2.0
26.0,0.41947008038106576,2.0,0.47453495060822376,9.0,0.5817416417089419,7.0,2.0,3.0,1.0,2.0
7.0,0.5355760643048526,2.0,0.37277781587964137,7.0,0.9753928719380098,5.0,1.0,2.0,4.0,3.0
23.0,0.5713009824352486,1.0,0.028822159847918433,5.0,0.7038290582618557,1.0,1.0,1.0,1.0,1.0
68.0,0.12384638285203925,1.0,0.12844608419156636,5.0,0.6020821873153638,3.0,2.0,2.0,3.0,1.0
69.0,0.40160762131586786,1.0,0.19466472302417098,5.0,0.6831871523745493,6.0,2.0,3.0,1.0,2.0
7.0,0.527637193609209,2.0,0.090218108490788,9.0,0.07644703868956668,5.0,1.0,2.0,4.0,3.0
30.0,0.1753498064900268,1.0,0.15041260972643986,10.0,0.6116883646068905,5.0,1.0,2.0,4.0,3.0
3.0,0.7707651086632927,1.0,0.04068056029878944,3.0,0.4551304253339581,2.0,1.0,2.0,2.0,2.0
7.0,0.09645727895206907,2.0,0.5425395829957173,3.0,0.2715858851333456,2.0,1.0,2.0,2.0,2.0
12.0,0.45221792200059546,1.0,0.39511079561481793,8.0,0.9128075572669425,7.0,2.0,3.0,1.0,2.0
9.0,0.9345043167609408,2.0,0.026089805697039083,12.0,0.6464492118791978,7.0,2.0,3.0,1.0,2.0
11.0,0.9702292348913368,2.0,0.1804903823144551,6.0,0.2413488376831082,9.0,2.0,3.0,1.0,2.0
20.0,0.9255730872283419,2.0,0.15676117692648733,8.0,0.5133591739162915,3.0,2.0,2.0,3.0,1.0
16.0,0.19946412622804405,1.0,0.15858693831799797,8.0,0.330797662462903,6.0,2.0,3.0,1.0,2.0
16.0,0.5394462637689788,1.0,0.07444068882810899,6.0,0.21591487887863417,10.0,2.0,1.0,3.0,3.0
6.0,0.21434950878237563,1.0,0.3566449825943722,3.0,0.6772669084340132,9.0,2.0,3.0,1.0,2.0
38.0,0.5097747345440111,1.0,0.08006892042152322,7.0,0.04113864949846857,5.0,1.0,2.0,4.0,3.0
19.0,0.2944328669246799,1.0,0.251335836012064,11.0,0.6706208531127547,1.0,1.0,1.0,1.0,1.0
70.0,0.9315272402500745,1.0,0.21844938478859127,5.0,0.26679383221617803,2.0,1.0,2.0,2.0,2.0
32.0,0.6080182594025998,1.0,0.507590852840109,7.0,0.7630408355914133,10.0,2.0,1.0,3.0,3.0
4.0,0.11253349211074726,1.0,0.08073725714438985,6.0,0.2723006607854722,2.0,1.0,2.0,2.0,2.0
44.0,0.23072342959214048,1.0,0.04232502551104153,2.0,0.6964682272884706,7.0,2.0,3.0,1.0,2.0
7.0,0.7558797261089609,1.0,0.2144752478683588,12.0,0.1918883999212219,7.0,2.0,3.0,1.0,2.0
18.0,0.6367966656743078,2.0,0.1916633669111805,7.0,0.6306324660948462,4.0,3.0,2.0,1.0,3.0
46.0,0.8213754093480203,1.0,0.26268152283027063,5.0,0.6857448947021713,4.0,3.0,2.0,1.0,3.0
54.0,0.17386126823459358,1.0,0.22205684891370261,5.0,0.5313092109284273,9.0,2.0,3.0,1.0,2.0
42.0,0.6129800535873771,1.0,0.04612823873007321,12.0,0.6622769933921454,8.0,2.0,1.0,1.0,1.0
9.0,0.46412622804406073,1.0,0.2778160705269887,7.0,0.37615875150255695,7.0,2.0,3.0,1.0,2.0
36.0,0.6040488240547781,1.0,0.3615235879017977,4.0,0.07688252551800012,3.0,2.0,2.0,3.0,1.0
9.0,0.2009526644834772,1.0,0.0060589495914315054,8.0,0.38561976651793906,1.0,1.0,1.0,1.0,1.0
27.0,0.22863947603453405,1.0,0.11051549017683532,7.0,0.28274470454807843,9.0,2.0,3.0,1.0,2.0
53.0,0.35397439714200657,1.0,0.13708801172939153,11.0,0.5424680303431603,6.0,2.0,3.0,1.0,2.0
10.0,0.9047335516522774,1.0,0.11619825655915918,4.0,0.3589014186853561,4.0,3.0,2.0,1.0,3.0
22.0,0.7767192616850254,1.0,0.11733816388062131,2.0,0.5669079246718144,6.0,2.0,3.0,1.0,2.0
12.0,0.33581423042572195,2.0,0.04334296205535089,14.0,0.8835535385639293,6.0,2.0,3.0,1.0,2.0
26.0,0.9106877046740103,1.0,0.01592802533473301,1.0,0.9991510978003246,3.0,2.0,2.0,3.0,1.0
39.0,0.8511461744566837,1.0,0.4257159666864453,12.0,0.5930566591284152,1.0,1.0,1.0,1.0,1.0
42.0,0.8600774039892825,2.0,0.19216664915239826,4.0,0.66694595549036,7.0,2.0,3.0,1.0,2.0
60.0,0.9404584697826734,1.0,0.13987997350573336,5.0,0.3984653546034268,7.0,2.0,3.0,1.0,2.0
10.0,0.6417584598590851,2.0,0.2715225902473632,8.0,0.6419254120571277,5.0,1.0,2.0,4.0,3.0
12.0,0.6516820482286394,2.0,0.4730808424843794,7.0,0.48536747278419545,6.0,2.0,3.0,1.0,2.0
11.0,0.1845787436737124,1.0,0.08745464511586946,12.0,0.3525456879163865,1.0,1.0,1.0,1.0,1.0
7.0,0.20512057159869007,2.0,0.14491336446969189,13.0,0.927931598856359,3.0,2.0,2.0,3.0,1.0
25.0,0.7231318844894312,2.0,0.15028443619304083,8.0,0.3558071701675394,9.0,2.0,3.0,1.0,2.0
42.0,0.35397439714200657,1.0,0.11639817229609077,4.0,0.026852474380131608,8.0,2.0,1.0,1.0,1.0
1.0,0.4622407462538453,2.0,0.3874240350679782,1.0,0.7982150982349625,10.0,2.0,1.0,3.0,3.0
39.0,0.9612980053587377,1.0,0.5138858725198617,12.0,0.6487166296545308,2.0,1.0,2.0,2.0,2.0
27.0,0.3718368562072046,1.0,0.141995868718036,4.0,0.9147956862185822,9.0,2.0,3.0,1.0,2.0
26.0,0.8154212563262877,1.0,0.2876869063177691,8.0,0.8184104815652399,2.0,1.0,2.0,2.0,2.0
35.0,0.8809169395653469,2.0,0.1814623995792339,6.0,0.5756762354922614,8.0,2.0,1.0,1.0,1.0
52.0,0.26049419470080376,1.0,0.0767973718769897,1.0,0.5099525293889942,2.0,1.0,2.0,2.0,2.0
52.0,0.06549568323905924,1.0,0.5310358736756433,2.0,0.47844212863924374,7.0,2.0,3.0,1.0,2.0
53.0,0.8213754093480203,1.0,0.0361643420965307,11.0,0.320052258419412,6.0,2.0,3.0,1.0,2.0
48.0,0.4730574575766597,1.0,0.04730999926219631,10.0,0.2922277910206521,7.0,2.0,3.0,1.0,2.0
42.0,0.6725215838047036,1.0,0.23091195976502316,7.0,0.1014675821227988,4.0,3.0,2.0,1.0,3.0
9.0,0.24570804803016771,1.0,0.018859163250317012,8.0,0.37670629342134754,10.0,2.0,1.0,3.0,3.0
11.0,0.2646621018160166,1.0,0.2342339996074653,12.0,0.20532567283988348,2.0,1.0,2.0,2.0,2.0
33.0,0.5345837054678972,2.0,0.23190560765412402,6.0,0.29123372654483226,5.0,1.0,2.0,4.0,3.0
10.0,0.6129800535873771,1.0,0.29314483818016746,4.0,0.5876839571066697,2.0,1.0,2.0,2.0,2.0
15.0,0.2238761536171479,2.0,0.0986916225758866,6.0,0.4917452750103566,6.0,2.0,3.0,1.0,2.0
1.0,0.6725215838047036,1.0,0.4124067411390681,12.0,0.032091049854328396,10.0,2.0,1.0,3.0,3.0
36.0,0.22536469187258112,2.0,0.0479190475285602,7.0,0.11192266161400077,10.0,2.0,1.0,3.0,3.0
20.0,0.30604346531705867,1.0,0.08018328861458064,7.0,0.5450037012135907,6.0,2.0,3.0,1.0,2.0
69.0,0.40160762131586797,1.0,0.3484010484866582,5.0,0.69592068536968,10.0,2.0,1.0,3.0,3.0
55.0,0.2646621018160166,1.0,0.04912875433059426,5.0,0.5808927395092667,6.0,2.0,3.0,1.0,2.0
38.0,0.48198868710925874,1.0,0.09795187000231438,6.0,0.8459777315974981,9.0,2.0,3.0,1.0,2.0
39.0,0.1753498064900268,1.0,0.0896054518705257,8.0,0.8807385788698057,6.0,2.0,3.0,1.0,2.0
55.0,0.6278654361417089,1.0,0.1608702412416107,5.0,0.46078241617939686,8.0,2.0,1.0,1.0,1.0
36.0,0.4135159273593331,2.0,0.10527600021876722,7.0,0.31976193386712304,7.0,2.0,3.0,1.0,2.0
8.0,0.5325989877939863,1.0,0.17553444062343437,6.0,0.2303241448159241,6.0,2.0,3.0,1.0,2.0
69.0,0.3301577850550759,1.0,0.08214445358875486,10.0,0.5143311669349198,6.0,2.0,3.0,1.0,2.0
31.0,0.2584102411431974,1.0,0.22011991101873177,11.0,0.8602418352586436,5.0,1.0,2.0,4.0,3.0
66.0,0.9553438523370053,1.0,0.12866706507983988,10.0,0.49724106785105504,4.0,3.0,2.0,1.0,3.0
3.0,0.711223578445966,1.0,0.21625075502958044,12.0,0.7537139471235799,8.0,2.0,1.0,1.0,1.0
44.0,0.5325989877939863,1.0,0.2790331726072343,2.0,0.6735920108116185,8.0,2.0,1.0,1.0,1.0
33.0,0.6635903542721047,2.0,0.07432360205442676,12.0,0.5861202792548675,2.0,1.0,2.0,2.0,2.0
53.0,0.6635903542721047,1.0,0.08340154620550737,11.0,0.05724571983510926,4.0,3.0,2.0,1.0,3.0
51.0,0.31795177136052394,1.0,0.5067161071905738,2.0,0.8763489055952842,6.0,2.0,3.0,1.0,2.0
68.0,0.5403393867222388,1.0,0.17298895938534142,5.0,0.8509149467908101,5.0,1.0,2.0,4.0,3.0
54.0,0.09377791009228936,1.0,0.07628164820394306,5.0,0.3344725600852977,1.0,1.0,1.0,1.0,1.0
11.0,0.6516820482286394,1.0,0.30792309787502314,7.0,0.4764760711447955,1.0,1.0,1.0,1.0,1.0
44.0,0.0020839535576064327,1.0,0.2068278590191748,2.0,0.34251505952502226,9.0,2.0,3.0,1.0,2.0
29.0,0.7856504912176243,1.0,0.0828572173992953,15.0,0.63360362379371,9.0,2.0,3.0,1.0,2.0
15.0,0.4790116105983923,1.0,0.1397519652012813,13.0,0.13000682517368542,2.0,1.0,2.0,2.0,2.0
30.0,0.1753498064900268,1.0,0.10041710231177135,10.0,0.6146595223057543,4.0,3.0,2.0,1.0,3.0
17.0,0.07680857398035129,2.0,0.31278200809722,8.0,0.7773049392525586,1.0,1.0,1.0,1.0,1.0
48.0,0.5117594522179221,1.0,0.06484619896431376,5.0,0.6293701485239289,8.0,2.0,1.0,1.0,1.0
28.0,0.8600774039892825,1.0,0.336526118983487,7.0,0.42348589803665904,3.0,2.0,2.0,3.0,1.0
36.0,0.38374516225066985,2.0,0.25941366576724234,8.0,0.5329959795991823,8.0,2.0,1.0,1.0,1.0
38.0,0.5802322119678476,2.0,0.0954944640031046,6.0,0.27454600710361365,7.0,2.0,3.0,1.0,2.0
51.0,0.14319738017267042,1.0,0.22754490478405862,2.0,0.2467105039762579,5.0,1.0,2.0,4.0,3.0
60.0,0.4790116105983923,1.0,0.011902487844250045,5.0,0.660724351268939,9.0,2.0,3.0,1.0,2.0
45.0,0.3249975191029076,2.0,0.380907104702275,2.0,0.6596071959741662,5.0,1.0,2.0,4.0,3.0
17.0,0.4790116105983923,2.0,0.08623596976869378,6.0,0.6013894831204287,6.0,2.0,3.0,1.0,2.0
17.0,0.49905725910489235,1.0,0.194032817744717,7.0,0.6237181576784901,5.0,1.0,2.0,4.0,3.0
34.0,0.9345043167609408,1.0,0.17076855327212984,5.0,0.9170520682653194,6.0,2.0,3.0,1.0,2.0
28.0,0.5623697529026497,2.0,0.11810501913283471,7.0,0.09666449347703551,9.0,2.0,3.0,1.0,2.0
35.0,0.24084548972908598,2.0,0.1127346770851461,12.0,0.6683534353374216,8.0,2.0,1.0,1.0,1.0
8.0,0.7469484965763622,2.0,0.1338792214492477,12.0,0.455834165257489,7.0,2.0,3.0,1.0,2.0
42.0,0.1884489431378386,2.0,0.21997041987236995,13.0,0.20165077521748873,2.0,1.0,2.0,2.0,2.0
60.0,0.40726406668651377,1.0,0.07045193273800092,10.0,0.5007708031973053,7.0,2.0,3.0,1.0,2.0
15.0,0.5415302173265852,2.0,0.06836842034677611,7.0,0.20772721716276513,5.0,1.0,2.0,4.0,3.0
40.0,0.7558797261089609,1.0,0.10341694981263715,2.0,0.5571455493755476,9.0,2.0,3.0,1.0,2.0
6.0,0.8422149449240846,1.0,0.1986023269005825,7.0,0.95661600418339,2.0,1.0,2.0,2.0,2.0
25.0,0.054182792497767196,2.0,0.13832712107385697,6.0,0.4315504689335752,9.0,2.0,3.0,1.0,2.0
14.0,0.744963778902451,1.0,0.1140628438057759,11.0,0.8205437727930242,5.0,1.0,2.0,4.0,3.0
17.0,0.7320631140220304,1.0,0.4181889743212172,7.0,0.4931527548574184,8.0,2.0,1.0,1.0,1.0
41.0,0.791604644239357,1.0,0.044442152243446,10.0,0.2742777540085163,8.0,2.0,1.0,1.0,1.0
33.0,0.26317356356058347,2.0,0.035632636371362464,12.0,0.2997006770843945,3.0,2.0,2.0,3.0,1.0
27.0,0.20055572094869512,1.0,0.2952241459565112,7.0,0.6925140408423827,5.0,1.0,2.0,4.0,3.0
20.0,0.40458469782673406,2.0,0.005973999334806732,4.0,0.58569582815503,9.0,2.0,3.0,1.0,2.0
52.0,0.6874069663590354,1.0,0.06118813783581843,2.0,0.6765521327818864,5.0,1.0,2.0,4.0,3.0
8.0,0.6278654361417089,2.0,0.31560218297282816,4.0,0.050889989066139674,2.0,1.0,2.0,2.0,2.0
15.0,0.22357844596606136,2.0,0.3458196745951972,7.0,0.6197529355038065,6.0,2.0,3.0,1.0,2.0
27.0,0.3718368562072046,1.0,0.14289066967242958,4.0,0.9024866043232891,7.0,2.0,3.0,1.0,2.0
36.0,0.6040488240547781,1.0,0.21188814432962394,4.0,0.07178911231994786,1.0,1.0,1.0,1.0,1.0
35.0,0.4611491515331944,2.0,0.31816191597729965,4.0,0.6046288939143899,7.0,2.0,3.0,1.0,2.0
10.0,0.8154212563262877,2.0,0.515961932161937,1.0,0.5312981751998316,6.0,2.0,3.0,1.0,2.0
42.0,0.40726406668651377,2.0,0.20319486548235238,3.0,0.8632129929575074,8.0,2.0,1.0,1.0,1.0
3.0,0.43137838642453114,2.0,0.1712065844470185,8.0,0.6279516329482713,9.0,2.0,3.0,1.0,2.0
16.0,0.2762727002083954,1.0,0.038053654030363204,6.0,0.22440390087538795,7.0,2.0,3.0,1.0,2.0
28.0,0.33521881512354873,2.0,0.11750388954072562,7.0,0.09411778687800937,5.0,1.0,2.0,4.0,3.0
46.0,0.8005358737719559,1.0,0.13511016581543792,5.0,0.5910574944481797,6.0,2.0,3.0,1.0,2.0
42.0,0.5385531408157189,2.0,0.12411562232386832,4.0,0.5339790083464065,7.0,2.0,3.0,1.0,2.0
18.0,0.7022923489133672,1.0,0.08864549734514439,3.0,0.5725599155172532,5.0,1.0,2.0,4.0,3.0
3.0,0.4135159273593331,1.0,0.1309289949720852,7.0,0.37743210480207,9.0,2.0,3.0,1.0,2.0
28.0,0.41619529621911283,1.0,0.23262493854560753,8.0,0.6374236836922492,10.0,2.0,1.0,3.0,3.0
20.0,0.2762727002083954,2.0,0.18643641382774906,8.0,0.23203298494387056,6.0,2.0,3.0,1.0,2.0
3.0,0.15808276272700206,2.0,0.4351443614341056,7.0,0.29517687726232444,6.0,2.0,3.0,1.0,2.0
18.0,0.5236677582613873,1.0,0.13711541305165745,13.0,0.7870452430916339,6.0,2.0,3.0,1.0,2.0
30.0,0.16880023816612083,1.0,0.19848013547607815,10.0,0.4647366026254848,2.0,1.0,2.0,2.0,2.0
18.0,0.19023518904435843,2.0,0.24467388799676884,8.0,0.018955137216551565,1.0,1.0,1.0,1.0,1.0
28.0,0.3926763917832688,2.0,0.43177920812543163,7.0,0.5886669858538939,3.0,2.0,2.0,3.0,1.0
16.0,0.7409943435546293,1.0,0.4067663144178455,4.0,0.5994123898973848,9.0,2.0,3.0,1.0,2.0
7.0,0.1312890741292051,2.0,0.07854524680592638,4.0,0.20970431038580908,2.0,1.0,2.0,2.0,2.0
6.0,0.30038701994641254,2.0,0.44863166786700875,3.0,0.3748853982030438,10.0,2.0,1.0,3.0,3.0
36.0,0.5415302173265852,1.0,0.19183725139195948,8.0,0.06303183722809663,2.0,1.0,2.0,2.0,2.0
11.0,0.1211670139922596,1.0,0.05776661785208337,3.0,0.47747013562061547,5.0,1.0,2.0,4.0,3.0
49.0,0.7022923489133672,1.0,0.04126854649261166,5.0,0.27356297835638954,8.0,2.0,1.0,1.0,1.0
39.0,0.522675399424432,1.0,0.04535767660235328,8.0,0.9511091756140959,5.0,1.0,2.0,4.0,3.0
41.0,0.2166319341073732,1.0,0.7708044877971814,10.0,0.8172822905418713,10.0,2.0,1.0,3.0,3.0
11.0,0.0732360821673117,2.0,0.1082519469932566,4.0,0.9793580941126934,9.0,2.0,3.0,1.0,2.0
25.0,0.40319539545499655,2.0,0.08475006379582006,12.0,0.1017579066750878,5.0,1.0,2.0,4.0,3.0
39.0,0.8064900267936888,1.0,0.057900696524370715,4.0,0.2768244606075424,9.0,2.0,3.0,1.0,2.0
42.0,0.8511461744566837,2.0,0.19901739227810541,1.0,0.38096184014832024,2.0,1.0,2.0,2.0,2.0
31.0,0.2944328669246799,1.0,0.11780215447298999,2.0,0.0008489021996753721,4.0,3.0,2.0,1.0,3.0
25.0,0.7856504912176243,1.0,0.033801938636776954,4.0,0.5383576458923321,4.0,3.0,2.0,1.0,3.0
28.0,0.43137838642453114,2.0,0.0689334079026965,3.0,0.3025377082357097,6.0,2.0,3.0,1.0,2.0
6.0,0.4782177235288279,1.0,0.10327073143094594,12.0,0.7860511786158141,10.0,2.0,1.0,3.0,3.0
7.0,0.5415302173265852,2.0,0.028202379910133763,7.0,0.11701607481205309,9.0,2.0,3.0,1.0,2.0
8.0,0.8809169395653469,1.0,0.0908226617087802,3.0,0.6119897248877753,8.0,2.0,1.0,1.0,1.0
16.0,0.5921405180113128,2.0,0.11594751906642499,12.0,0.03928464709437757,8.0,2.0,1.0,1.0,1.0
18.0,0.3420660910985413,1.0,0.44153123711945425,3.0,0.3076200857051661,7.0,2.0,3.0,1.0,2.0
33.0,0.6874069663590354,1.0,0.09455417685374962,4.0,0.9420505402413599,9.0,2.0,3.0,1.0,2.0
20.0,0.6129800535873771,1.0,0.27664820154161435,6.0,0.46600995592499783,9.0,2.0,3.0,1.0,2.0
44.0,0.8958023221196785,1.0,0.06365562690586202,1.0,0.06486376817499612,1.0,1.0,1.0,1.0,1.0
11.0,0.7767192616850254,2.0,0.13444573916889463,7.0,0.375164687026737,8.0,2.0,1.0,1.0,1.0
18.0,0.1947008038106579,2.0,0.45081680632330395,8.0,0.5358219750219017,8.0,2.0,1.0,1.0,1.0
35.0,0.13664781184876446,1.0,0.059402913980993274,8.0,0.9761076475901367,8.0,2.0,1.0,1.0,1.0
35.0,0.657636201250372,2.0,0.3128656621789376,7.0,0.5912026567243241,4.0,3.0,2.0,1.0,3.0
17.0,0.6417584598590851,2.0,0.18462082684481312,13.0,0.9862944739862411,5.0,1.0,2.0,4.0,3.0
3.0,0.1884489431378386,2.0,0.26254587396985346,4.0,0.3737572071796752,7.0,2.0,3.0,1.0,2.0
40.0,0.09377791009228936,1.0,0.22520438338398102,1.0,0.13227424294901838,8.0,2.0,1.0,1.0,1.0
